Date,Open,High,Low,Close
"Apr 29, 2024",82.0,82.0,80.7,81.5
"Apr 26, 2024",82.5,84.0,81.6,82.3
"Apr 25, 2024",82.6,87.3,82.3,82.6
"Apr 24, 2024",84.0,84.0,81.5,82.6
"Apr 23, 2024",79.3,84.0,78.8,83.7
"Apr 22, 2024",81.4,81.4,79.5,80.0
"Apr 19, 2024",80.2,80.7,79.6,80.2
"Apr 18, 2024",81.0,81.6,79.7,80.2
"Apr 17, 2024",79.7,81.0,79.7,81.0
"Apr 16, 2024",79.8,82.2,79.5,80.3
"Apr 15, 2024",79.5,79.8,78.5,79.8
"Apr 12, 2024",80.4,80.6,79.1,80.3
"Apr 11, 2024",80.7,80.7,79.7,80.4
"Apr 10, 2024",80.8,81.1,79.7,80.7
"Apr 09, 2024",80.3,80.8,79.0,80.8
"Apr 08, 2024",81.0,81.0,79.7,80.3
"Apr 03, 2024",81.2,81.5,80.1,80.4
"Apr 02, 2024",80.7,81.3,80.2,81.2
"Apr 01, 2024",79.3,80.9,78.7,80.7
"Mar 29, 2024",79.3,79.6,78.1,79.2
"Mar 28, 2024",78.8,79.3,77.7,78.9
"Mar 27, 2024",79.0,79.3,78.0,78.8
"Mar 26, 2024",78.7,79.5,77.7,79.0
"Mar 25, 2024",77.9,80.9,77.9,79.9
"Mar 22, 2024",77.6,78.2,77.0,78.2
"Mar 21, 2024",78.7,78.7,76.8,77.4
"Mar 20, 2024",80.0,80.3,77.5,77.9
"Mar 19, 2024",80.5,81.3,78.4,79.3
"Mar 18, 2024",81.0,82.0,78.8,80.2
"Mar 15, 2024",82.9,82.9,80.0,81.6
"Mar 14, 2024",84.0,84.3,82.4,83.7
"Mar 13, 2024",85.3,85.3,82.7,82.9
"Mar 12, 2024",84.3,85.4,83.2,85.0
"Mar 11, 2024",84.8,85.0,82.0,83.5
"Mar 08, 2024",84.8,87.3,82.1,84.0
"Mar 07, 2024",87.0,87.3,82.8,84.5
"Mar 06, 2024",88.2,88.3,85.7,86.9
"Mar 05, 2024",85.3,88.4,85.3,87.5
"Mar 04, 2024",86.0,86.8,84.6,85.3
"Mar 01, 2024",84.2,86.3,83.5,85.8
"Feb 29, 2024",82.0,83.9,82.0,83.5
"Feb 27, 2024",83.0,83.3,81.0,82.0
"Feb 26, 2024",84.3,84.3,81.0,83.0
"Feb 23, 2024",82.3,86.8,82.0,84.3
"Feb 22, 2024",83.3,83.3,81.7,82.0
"Feb 21, 2024",84.0,84.0,82.4,83.3
"Feb 20, 2024",84.6,85.0,82.1,83.9
"Feb 19, 2024",85.3,85.3,82.9,84.6
"Feb 16, 2024",86.0,86.3,83.7,85.2
"Feb 15, 2024",85.7,87.3,85.2,85.7
"Feb 05, 2024",87.0,87.3,84.2,85.5
"Feb 02, 2024",80.3,87.3,79.7,86.5
"Feb 01, 2024",80.3,80.5,79.7,80.3
"Jan 31, 2024",79.2,81.2,78.7,80.2
"Jan 30, 2024",79.3,80.0,78.0,79.0
"Jan 29, 2024",79.0,80.2,78.7,79.0
"Jan 26, 2024",79.1,79.3,78.3,79.0
"Jan 25, 2024",78.7,80.2,78.4,79.1
"Jan 24, 2024",79.5,80.1,78.7,78.7
"Jan 23, 2024",80.7,80.7,79.4,80.0
"Jan 22, 2024",80.3,80.9,79.5,80.5
"Jan 19, 2024",78.4,81.0,78.4,79.9
"Jan 18, 2024",79.0,81.3,78.5,79.0
"Jan 17, 2024",79.3,79.7,78.2,78.8
"Jan 16, 2024",80.7,81.5,79.7,80.1
"Jan 15, 2024",82.0,82.3,81.0,81.5
"Jan 12, 2024",81.0,82.5,80.7,81.0
"Jan 11, 2024",79.0,82.6,78.0,81.6
"Jan 10, 2024",79.1,80.0,78.0,78.3
"Jan 09, 2024",82.0,82.0,79.5,79.5
"Jan 08, 2024",82.2,82.5,80.9,81.4
"Jan 05, 2024",82.3,82.3,81.3,82.2
"Jan 04, 2024",82.9,82.9,81.5,82.0
"Jan 03, 2024",82.7,83.7,81.5,82.6
"Jan 02, 2024",84.1,84.3,83.0,83.7
"Dec 29, 2023",84.0,84.2,83.1,84.1
"Dec 28, 2023",85.3,85.3,82.5,83.6
"Dec 27, 2023",85.0,87.4,84.0,84.3
"Dec 26, 2023",82.2,88.0,79.7,85.0
"Dec 25, 2023",83.0,83.3,81.2,82.0
"Dec 22, 2023",83.0,84.3,81.7,82.4
"Dec 21, 2023",84.0,84.3,80.7,84.3
"Dec 20, 2023",86.0,87.0,82.7,83.0
"Dec 19, 2023",88.0,88.2,83.8,86.0
"Dec 18, 2023",83.0,88.7,82.8,88.0
"Dec 15, 2023",86.0,86.2,82.5,82.5
"Dec 14, 2023",87.9,88.0,83.7,85.3
"Dec 13, 2023",89.6,90.3,86.1,87.9
"Dec 12, 2023",86.1,90.3,85.6,88.5
"Dec 11, 2023",81.6,86.5,80.5,86.3
"Dec 08, 2023",79.0,81.7,78.0,81.6
"Dec 07, 2023",83.0,83.1,76.5,78.9
"Dec 06, 2023",85.3,85.3,80.7,82.5
"Dec 05, 2023",82.0,86.6,79.2,84.6
"Dec 04, 2023",78.2,88.5,77.7,83.9
"Dec 01, 2023",73.3,78.2,71.5,77.0
"Nov 30, 2023",73.3,74.5,69.7,73.3
"Nov 29, 2023",66.9,73.4,66.6,73.4
"Nov 28, 2023",66.2,66.8,65.0,66.7
"Nov 27, 2023",66.5,68.2,65.3,66.2
"Nov 24, 2023",64.3,66.7,63.8,66.5
"Nov 23, 2023",63.5,64.3,63.3,64.0
"Nov 22, 2023",63.5,63.9,62.8,63.5
"Nov 21, 2023",64.0,64.3,62.7,63.5
"Nov 20, 2023",63.5,64.8,62.8,63.4
"Nov 17, 2023",63.2,65.0,62.7,63.4
"Nov 16, 2023",66.0,66.1,63.3,64.0
"Nov 15, 2023",66.3,66.4,64.7,65.9
"Nov 14, 2023",65.8,66.3,63.1,66.3
"Nov 13, 2023",65.8,68.9,63.0,65.7
"Nov 10, 2023",63.8,66.6,63.4,65.6
"Nov 09, 2023",63.0,63.9,62.2,63.2
"Nov 08, 2023",62.0,63.9,61.6,63.0
"Nov 07, 2023",64.7,64.7,62.1,63.2
"Nov 06, 2023",62.0,66.0,61.0,64.5
"Nov 03, 2023",61.6,61.8,60.3,61.2
"Nov 02, 2023",59.1,63.5,59.1,61.5
"Nov 01, 2023",57.8,59.0,57.8,59.0
"Oct 31, 2023",59.4,59.8,57.8,58.4
"Oct 30, 2023",59.5,60.0,58.9,59.6
"Oct 27, 2023",60.0,60.5,59.5,60.0
"Oct 26, 2023",60.4,60.4,59.2,59.5
"Oct 25, 2023",60.0,61.0,60.0,60.2
"Oct 24, 2023",60.5,61.1,60.0,60.5
"Oct 23, 2023",61.7,62.0,60.3,61.1
"Oct 20, 2023",59.4,62.8,58.3,61.7
"Oct 19, 2023",59.2,59.4,58.2,59.0
"Oct 18, 2023",60.8,61.0,58.1,58.1
"Oct 17, 2023",59.2,62.5,58.8,61.6
"Oct 16, 2023",58.0,59.2,56.8,59.2
"Oct 13, 2023",58.2,58.4,56.8,57.9
"Oct 12, 2023",59.0,59.1,57.8,58.1
"Oct 11, 2023",60.7,61.2,58.3,59.0
"Oct 06, 2023",62.0,62.7,61.0,61.2
"Oct 05, 2023",60.0,62.5,59.8,61.5
"Oct 04, 2023",59.6,60.0,59.4,60.0
"Oct 03, 2023",62.2,62.2,59.7,59.8
"Oct 02, 2023",60.0,63.3,59.6,62.2
"Sep 28, 2023",55.8,59.5,55.0,59.0
"Sep 27, 2023",54.0,56.4,53.2,55.3
"Sep 26, 2023",54.8,56.2,53.1,55.0
"Sep 25, 2023",56.0,56.2,51.6,54.0
"Sep 22, 2023",60.3,60.5,55.8,56.0
"Sep 21, 2023",60.7,61.3,59.8,60.4
"Sep 20, 2023",62.2,62.4,61.0,61.8
"Sep 19, 2023",62.8,62.9,61.0,62.2
"Sep 18, 2023",66.0,67.0,60.0,62.7
"Sep 15, 2023",66.7,68.9,66.5,66.5
"Sep 14, 2023",69.0,70.6,66.7,68.3
"Sep 13, 2023",66.1,70.8,66.1,68.9
"Sep 12, 2023",66.5,68.2,64.2,66.8
"Sep 11, 2023",71.3,71.9,64.2,66.2
"Sep 08, 2023",72.5,72.5,70.0,71.0
"Sep 07, 2023",75.3,75.3,70.7,72.5
"Sep 06, 2023",73.6,77.2,70.7,75.4
"Sep 05, 2023",79.0,79.4,71.0,73.6
"Sep 04, 2023",91.4,96.0,70.0,81.8
"Sep 01, 2023",81.3,95.5,78.9,91.3
"Aug 31, 2023",57.0,85.5,57.0,83.0
